,id,cmt,price,service,ship,performance,genuine,configuration,access,other,model
417,r-54417490,máy dùng tốt . khá mượt hơi nhanh hết pin có_lẽ màn_hình lớn cảm_thấy tụt pin nhanh . nọi chúng tầm giá quá tốt,0,0,0,1,0,2,0,0,0
418,r-54388127,"sản_phẩm dùng tốt . pin dùng khỏe , sạc nhanh . hợp số tiền",0,0,0,0,0,1,0,0,0
419,r-54286881,"mua bố , ngoại_hình đẹp loa khá xịn , màn_hình tốt , pin trâu , sạc nhanh . nhân_viên phục_vụ nhiệt_tình",0,1,0,0,0,1,0,0,1
420,r-54208228,"máy dùng một tầm 3 p hiện_tượng nóng , hoặc bỏ quay 23 video tầm 1 p máy nóng",0,0,0,0,0,0,0,1,0
421,r-54041975,"đẹp , thời_thượng , tinh_tế . quá ổn một em sành_điệu sang chảnh .",0,0,0,0,0,0,0,0,1
422,r-53981187,"sản_phẩm tuyệt_vời , tặng free 6 tháng bảo_hành . mua",0,0,0,0,0,0,0,1,0
423,r-53950325,"nhân_viên bán hàng tư_vấn nhiệt_tình , vui_vẻ , dễ_thương tôi hài_lòng",0,1,0,0,0,0,0,0,0
424,r-53942968,"máy đẹp , mượt , chụp hình_sắc nét . chị quỳnh ở tgdđ số 8 hòa bình_ninh_kiều thơ tư_vấn nhiệt_tình dễ_thương .",0,1,0,1,0,1,0,0,1
425,r-53942719,"sạc nhanh , màn_hình rộng , khả_năng xử_lý đa_nhiệm ứng_dụng tốt .",0,0,0,0,0,1,0,0,0
426,r-53932948,màn_hình nhỏ thêm tý . mắt cam_nhỏ hơn chìm hơn đẹp hơn . camera nét hơn thực_tế hơn_nữa nhất .,0,0,0,0,0,2,0,0,1
427,r-54286559,nói_chung tốt ít xài phát_hiện lỗi đề điện_thoại mau hết pin quá còn nhiêu,0,0,0,0,0,0,0,1,0
428,r-54250859,nhân_viên phục_vụ tận_tình . chu_đáo,0,1,0,0,0,0,0,0,0
429,r-54232137,"mình đặt_hàng online , giao hàng nhanh nhân_viên nhiệt_tình . điện_thoại phù_hợp nhu_cầu nghe gọi xem video youtube , camera_ổn , vẻ ngoài nhìn lịch_sự , cầm tay",0,1,1,0,0,1,0,0,1
430,r-53964211,mình dùng chưa_thể biết chất_lượng sao . cơ_bản_thân máy nhẹ thời_lượng pin lâu .,0,0,0,0,0,1,0,0,1
431,r-53925614,nhân_viên nhiệt_tình vui_vẻ hỗ_trợ nhiệt_tình tư_vấn tỉ_mỉ,0,1,0,0,0,0,0,0,0
432,r-53886594,"pin nhanh hết , realme 5 pin trâu hơn realme c55 . hơn thất_vọng",0,0,0,0,0,2,0,0,0
433,r-54227368,"dùng khá tốt , chơi game chủ_yếu nghe nhạc ổn_áp . note khá cây_bút hay mất kết_nối quá . kết_nối khá nhanh ổn .",0,0,0,2,0,0,0,0,0
434,r-54309165,"mua về chạy ship cảm_thấy bình_thường bao con máy khác , có_vẻ mượt hơn chút . hi_vọng màn chịu mưa_nắng mục sớm",0,0,2,1,0,0,0,0,0
435,r-54221551,mới mua xài mượt_kết_nối mạng nhanh hàng xịn nó khác tốn tiền đáng,0,0,0,0,0,0,0,1,0
436,r-54769836,"tôi mua ngày 20.5.2023 , samsung s23 ultra 1 t chụp hình_ảnh xuất_sắc , sử_dụng hơn 1 tháng rưỡi , thật tuyệt_vời",0,0,0,0,0,1,0,0,0
437,r-54588437,nói_chung tốt_mượt pin trâu xứng_đáng trong tầm giá,0,0,0,0,0,1,0,0,0
438,r-54501805,tuyệt_vời nhân_viên tư_vấn nhiệt_tình chu_đáo,0,1,0,0,0,0,0,0,0
439,r-54339116,"máy tốt , pin trâu , chống nước , tính_năng . chuyển huawei quen giao_diện .",0,0,0,0,0,1,0,0,0
440,r-54289254,"điện_thoại sài tốt , mượt , hơi nóng máy_xíu , còn mọi thứ tốt",0,0,0,1,0,0,0,0,0
441,r-54242077,sản_phẩm sử_dụng tốt . pin tốt . kiểu_dáng đẹp,0,0,0,0,0,1,0,0,1
442,r-53958371,"chụp hình đẹp , pin_kém , khá mượt , kiểu_dáng hơi đàn_ông",0,0,0,1,0,1,0,0,1
443,r-53955065,mẫu_mã đẹp dùng nghe gọi to cảm_ứng tốt,0,0,0,0,0,1,0,0,1
444,r-53942590,mình máy mới kèm ốp lưng kèm khách_hàng tốt hơn,0,0,0,0,0,0,1,0,1
445,r-53939435,"sản_phẩm dùng tốt , nhân_viên thân_thiện , chuyên_nghiệp , . tốt 5 sao .",0,1,0,0,0,0,0,0,0
446,r-53934476,camera sắc nét . quay_phim chế_độ ois chống rung mượt . độ nhạy mượt máy tốt,0,0,0,1,0,1,0,0,0
447,r-53933727,tông màu đỏ tươi con cũ mình xài j7 plus . còn mọi thứ tuyệt . vân tay lưu 3 . nói_chung mới trải_nghiệm không đánh_giá .,0,0,0,0,0,0,0,0,0
448,r-53932937,"điện_thoại đẹp , tội đắt . tôi hài_lòng cục sạc đi kèm .",0,0,0,0,0,0,2,0,1
449,r-53929480,"mới sài vài ngày , cảm_nhận máy chạy mượt",0,0,0,1,0,0,0,0,0
450,r-53927417,"sản_phẩm mượt_mà , đẹp phù_hợp túi_tiền",0,0,0,1,0,0,0,0,1
451,r-53926539,"màn_hình đẹp , rõ nét",0,0,0,0,0,1,0,0,1
452,r-53926449,rung_lượng pin lâu hết . lướt web_mượt,0,0,0,0,0,2,0,0,0
453,r-53926242,mua điện_thoại không cục gắn sạc cáp sạc . mà_còn bảo mua thêm cục sạc .,0,0,0,0,0,0,2,0,0
454,r-53925576,"màn_hình lớn , hình_ảnh sắc_nét , máy chạy mượt , 5 g . tốt điện_thoại tầm_trung .",0,0,0,1,0,1,0,0,0
455,r-54899879,điện_thoại bắt sóng yếuhao_pin . điện_thoại lỗi mới mua hôm hôm gọi điện zalo xem video tittoc tiếng tắt nguồn khỏi đông may mới nghe tiếng,0,0,0,0,0,2,0,1,0
456,r-54133355,hiện_tại mình dùng thấy tốt . nhất dùng vân tay thanh_toán tài_khoản điện_thoại . mình tốt,0,0,0,0,0,0,0,1,0
457,r-53953852,"máy đẹp hình_ảnh sắc_nét , lướt màn_hình mướt mườn_mượt thiết_kế đẹp",0,0,0,1,0,1,0,0,1
458,r-54532946,"mượt chụp ảnh đẹp , tội pin không lâu mong_đợi . xài sáng đến chiều hết sạch pin",0,0,0,0,0,1,0,0,0
459,r-53911237,nhân_viên tư_vấn nhiệt_tình . chế_độ bảo_hành tốt .,0,1,0,0,0,0,0,0,0
460,r-53629413,"giao hàng nhanh , hướng_dẫn chu_đaó , thái_độ vui_vẻ tận_tình",0,1,1,0,0,0,0,0,0
461,r-54187287,"điện_thoại lướt_mượt , nhanh đáng mua",0,0,0,1,0,0,0,0,0
462,r-53699255,"mới dùng một tháng , hiện_tại máy_ổn , mượt . hài_lòng .",0,0,0,1,0,0,0,0,0
463,r-53635605,"máy cầm chắc tay , màn_hình đẹp , chụp ảnh tốt",0,0,0,0,0,1,0,0,0
464,r-54145533,"máy mới cảm_ứng kiểu đơ châm quá , mình muốn đổi",0,0,0,0,0,2,0,0,0
465,r-53059054,nhân_viên tốt sản_phẩm tốt . tôi hài_lòng điện_máy xanh,0,0,0,0,0,0,0,1,0
466,r-53007686,"máy còn hạn_chế máy mượt , hay đơ máy camera con kém hệ thông trang_bị chạy 2 ứng_dụng song_song cài_đặt hệ_thống còn quá chung , chi_tiết .",0,0,0,1,0,2,0,0,0
467,r-52984890,"dung_lượng cao , sạc_pin khá nhanh",0,0,0,0,0,2,0,0,0
468,r-52975947,điện_thoại phù_hợp mọi tính_năng phù_hợp chơi game,0,0,0,0,0,0,0,1,0
469,r-53089188,"hiện_tại máy dùng bình_thương , thái_độ nhân viên phục_vụ tốt đôi_khi điểm cộng thay sản phẩm",0,1,0,0,0,0,0,0,0
470,r-52986577,"điện_thoại dùng tốt , phù_hợp giá tiền",0,0,0,0,0,0,0,1,0
471,r-52782265,"giá rẻ hợp_lý , cấu_hình tuy thấp chạy mượt_mà . pin sử_dụng lâu .",1,0,0,1,0,1,0,0,0
472,r-54883704,máy đẹp giá hợp_lý sử_dụng tốt mua nha mọi người,1,0,0,1,0,0,0,0,1
473,r-54363705,màn_hình lắc liên_tục . phím bấm nhảy sai .,0,0,0,0,0,2,0,0,0
474,r-53791157,"s23 đầm tay , phù_hợp nam . chụp ảnh màn_hình đáp_ứng quá tốt nhu_cầu văn_phòng mình .",0,0,0,1,0,1,0,0,0
475,r-53744068,nhanh . mượt . thiết_kế ổn . camera tốt . cầm_hơi cấn tay .,0,0,0,0,0,1,0,0,1
476,r-53736892,"nhân_viên nhiệt_tình , vui_vẻ , tư_vấn chi_tiết , lịch_sự .",0,1,0,0,0,0,0,0,0
477,r-54150357,nghe nhạc hay . chụp hình rõ,0,0,0,0,0,1,0,0,0
478,r-54651647,"lần đầu chuyển sang iphone , mượt , pin trâu bạn nhân_viên dễ gần , chu_đáo",0,1,0,1,0,1,0,0,0
479,r-54620407,"máy tốt , tiết_kiệm pin",0,0,0,0,0,2,0,0,0
480,r-53025333,"pin trâu , sài_mượt . nhân viên tư_vấn nhiệt_tình",0,1,0,0,0,1,0,0,0
481,r-52931328,"sản_phẩm tốt , tư_vấn_viên tuyệt_vời .",0,0,0,0,0,0,0,1,0
482,r-54542012,"nhân_viên nhiệt_tình , chuyên_môn tốt",0,1,0,0,0,0,0,0,0
483,r-54313618,"sản_phẩm phù_hợp tầm_giá , nhân_viên thân_thiện",0,1,0,0,0,0,0,0,0
484,r-53992923,camera chất_lượng kém . nhân_viên tư_vấn chuẩn khách .,0,1,0,0,0,2,0,0,0
485,r-53650106,"mua lần đầu_tiên , sử_dụng ổn nhưng_mà loa hơi nhỏ độ sáng màn_hình tối_ưu lắm",0,0,0,0,0,2,0,0,0
486,r-53570065,"dùng tốt , chơi game tốt , mượt",0,0,0,1,0,0,0,0,0
487,r-53509263,"máy bền , mạnh tốt , giá xài tốt",1,0,0,0,0,0,0,0,1
488,r-53374061,hài_lòng sản_phẩm lần ủng_hộ tiếp,0,0,0,0,0,0,0,1,0
489,r-53613802,"dùng cảm_thấy mọi thứ tốt , pin trâu , , loa lớn , thiết_kế nhìn đẹp , sang . tuyệt_vời",0,0,0,0,0,1,0,0,1
490,r-53359701,màu_sắc mẫu_mã đẹp . cấu_hình tốt .,0,0,0,0,0,1,0,0,1
491,r-52556397,xài lâu hết pin . chuông lớn . hơi nóng_máy ổn .,0,0,0,0,0,2,0,0,0
492,r-52295924,"máy mượt , pin khoe , lướt nhanh thật_sự",0,0,0,1,0,1,0,0,0
493,r-54532834,"nhân_viên tư_vấn nhiệt_tình , chu_đaó sản_phẩm chất_lượng tốt .",0,1,0,0,0,0,0,0,0
494,r-54379657,sản_phẩm mới chất_lượng dễ sử_dụng màn_hình to hài_lòng sản_phẩm,0,0,0,0,0,1,0,0,0
495,r-53952406,"sản_phẩm chất_lượng tốt , hình_thức đẹp , phần_mềm dễ sử_dụng .",0,0,0,0,0,1,0,0,1
496,r-52545386,tôi thích điện_thoại tạo tôi lưu_giữ hình_ảnh quay hình_ảnh tốt đẹp,0,0,0,0,0,1,0,0,0
497,r-52508995,máy sài tốt . lướt máy nhạy lắm .,0,0,0,1,0,0,0,0,0
498,r-54506181,nhân_viên nhiệt_tình . máy xài tụt_pin . cam chụp màu phai quá không đẹp lắm,0,1,0,0,0,2,0,0,0
499,r-54506113,"tốt , máy sử_dụng ổn_định , sạc nhanh",0,0,0,0,0,1,0,0,0
500,r-54477835,"nhân_viên nhiệt_tình , giao hàng nhanh",0,1,1,0,0,0,0,0,0
501,r-54165554,sản_phẩm tốt sạc nhanh pin dùng lâu cảm_ứng mượt_mà máy mát_camera tốt giá rẻ,1,0,0,0,0,1,0,0,0
502,r-54150396,"1 số chức_năng không ổn_định , đặc_biệt nghe bluetooth",0,0,0,2,0,2,0,0,0
503,r-54090618,"tốt . máy xài mượt , trễ thông_báo . pin xài quá thoải_mái",0,0,0,1,0,1,0,0,0
504,r-54073547,"máy cấu_hình ổn , màn_hình đẹp , sạc nhanh thời_lượng pin_ổn . camera tốt lắm . mình thấy giá sản_phẩm tốt lắm tham_khảo giá mua .",0,0,0,0,0,1,0,0,0
505,r-53856772,hài_lòng về phần hiệu_năng . mặt lưng ngày_càng xuất_hiện chấm nhỏ mất lớp chống chói nhìn khó_chịu . lỗi nhỏ chắc giải_quyết đổi,0,0,0,0,0,2,0,0,2
506,r-53761169,"máy chơi game bao ngon , chơi_tốc chiến_tầm 5 tiếng mới hết pin , camera tạm ổn , sạc nhanh , hết sạch_pin tầm 30 phút đâỳ ,",0,0,0,0,0,2,0,0,0
507,r-53652362,"camera tốt lắm người hay chụp ảnh mình . còn về pin , sạc hiệu_năng tốt , chơi game đỉnh ",0,0,0,0,0,1,0,0,0
508,r-53590832,máy dùng tốt ít nóng . sạc pin siêu nhanh lâu hết pin . người bán nhiệt_tình thân_thiện,0,1,0,0,0,1,0,0,0
509,r-53461085,"máy mượt , bán hàng thân_thiện",0,0,0,1,0,0,0,0,0
510,r-53441137,"màn_hình ám_màu vàng nâu nhìn khó_chịu , may 1 đổi 1 cảm_thấy tốt trong tầm giá",0,0,0,0,0,2,0,0,0
511,r-53311883,mua xong đổi liên . chụp hình ban_đêm quá tệ,0,0,0,0,0,2,0,0,0
512,r-52897390,"máy đẹp , trải_nghiệm sản_phẩm tốt nhân_viên nhiệt_tình . làm trả_góp nhanh",0,1,0,0,0,0,0,0,1
513,r-54533580,"máy pin trâu , hay đơ , mở nguồn muốn tắt ứng_dụng đi tắt màn_hình đi mở mới thoát , tính trả đổi khác lỡ_xé bỏ mất hộp thôi",0,0,0,2,0,2,0,0,0
514,r-54082409,"máy bấm đơ , chạy_trương trình lâu , coi youtube đơ pin trâu , máy nóng",0,0,0,2,0,2,0,0,0
515,r-53587978,"điện_thoại dùng mượt_mà , màn_hình sáng đẹp , tính_năng đáp_ứng tốt",0,0,0,1,0,1,0,0,0
516,r-53450246,mượt thiếu ốp lưng nghe thôi còn tác_vụ bình_thường ổn_nha . chị nhân_viên cute .,0,0,0,1,0,0,2,0,0
517,r-53244573,"nhân_viên hỗ_trợ nhiệt_tình , sản_phẩm tốt",0,1,0,0,0,0,0,0,0
518,r-53069394,sản_phẩm dùng tốt trong tầm_giá . pin trâu dùng thoải_mái ngày,0,0,0,0,0,1,0,0,0
519,r-52982566,tầm giá cấu_hình làm máy phụ nghe gọi ổn . pin lâu . vẻ ngoài khá đẹp,0,0,0,0,0,1,0,0,1
520,r-52938693,"giá rẻ , chức_năng đầy_đủ , pin_khỏe , vận_hành ổn_định",1,0,0,1,0,1,0,0,0
521,r-52798712,"sản_phẩm tốt trong tầm_giá , bạn nhân_viên tư_vấn nhiệt_tình .",1,1,0,0,0,0,0,0,0
522,r-54012040,trải_nghiệm sản_phẩm quá tuyệt_vời tôi hài_lòng,0,0,0,0,0,0,0,1,0
523,r-53954530,mọi thứ tốt . máy mượt . mỏng nhẹ . màn_hình đẹp . có_điều pin hơi kém . ngày sạc 2 lần mới xài đủ,0,0,0,1,0,2,0,0,1
524,r-53891299,"sản_phẩm dùng mượt , thiết_kế đẹp , tốc_độ sạc nhanh hơn 30 p đầy pin .",0,0,0,1,0,1,0,0,1
525,r-54346910,loa nghe gọi rè không nghe . pin nhanh hết . máy không_mượt lắm,0,0,0,0,0,2,0,0,0
526,r-53699738,"mình sử_dụng , tốt , đẹp , xứng túi_tiền . nói_chung sử_dụg hàng điện_tử , đầu_tiên mình nghĩ điện máy xanh . họ không_chỉ bán sản_phẩm , dịch_vụ , cách phục_vụ anh_chị tốt .",0,1,0,0,0,1,0,0,1
527,r-53480082,nhân_viên hỗ_trợ nhiệt_tình chất_lượng dịch_vụ tốt,0,1,0,0,0,0,0,0,0
528,r-53388327,sản_phẩm tốt sài êm . nhân_viên tư_vấn nhiệt_tình .,0,1,0,0,0,0,0,0,0
529,r-52476895,"sạt nhanh , chụp ảnh đẹp , thiết_kế trẻ_trung",0,0,0,0,0,1,0,0,0
530,r-52448641,mẫu_mã đẹp tốt_hình chụp rõ nét chụp hình đẹp,0,0,0,0,0,1,0,0,1
531,r-52446571,"sản_phẩm mẫu_mã đẹp cấu_hình chạy tốt dv nhân viên bán hàng vui_tính , nhiệt_quyết",0,0,0,1,0,1,0,0,1
532,r-52446239,"sản phẩm tốt_sạc nhanh , chụp hình đẹp",0,0,0,0,0,1,0,0,0
533,r-52446093,nhân_viên phục_vụ bán hàng nhiệt_tình thân_thiện phục_vụ chu_đáo,0,1,0,0,0,0,0,0,0
534,r-52446034,dùng mượt . pin sạc nhanh . màn_hình nét . chơi game nhạy,0,0,0,1,0,1,0,0,0
535,r-52417195,"máy thiết_kế đẹp , sang_trọng , chụp hình đẹp xuất_sắc , pin dùng 1 ngày",0,0,0,0,0,1,0,0,1
536,r-52408408,"chụp hình đẹp , 12 chức_năng hơn điện_thoại khác ghi_âm , bộ_nhớ lớn 256 g , nhẹ kiểu_dáng đẹp . 1 ốp lưng nhựa trong , bảo_vệ khỏi rơi , sốc .",0,0,0,0,0,1,1,0,1
537,r-52408227,"xài tốt , chức_năng mới , chụp hình rõ nét đẹp",0,0,0,0,0,1,0,0,0
538,r-54450303,"sóng khỏe , cấu_hình máy đủ dùng",0,0,0,0,0,1,0,0,0
539,r-54042627,"máy tốt , phù_hợp gới nhu_cầu mình . nhân_viên nhiệt_tình . cảm_ơn cửa_hàng",0,1,0,0,0,0,0,0,0
540,r-52649575,"máy lag , sạc chậm , đơ",0,0,0,2,0,2,0,0,0
541,r-52305746,"máy chạy chậm , cammera yếu",0,0,0,2,0,2,0,0,0
542,r-54768779,"điện_thoại mới mua kết_nối wifi kém chập_chờn , trong máy khác xài bình_thường",0,0,0,0,0,2,0,0,0
543,r-54645404,khuyết_điểm cam chụp ban_đêm mờ còn kia điều_tốt tầm giá,0,0,0,0,0,2,0,0,0
544,r-53962467,"nhân_viên nhiệt_tình , mẫu_mã đẹp",0,1,0,0,0,0,0,0,1
545,r-53961051,nhân_viên tư_vấn nhiệt_tình,0,1,0,0,0,0,0,0,0
546,r-54737724,"sản_phẩm tốt , nhân_viên tư_vấn nhiệt_tình .",0,1,0,0,0,0,0,0,0
547,r-54227510,"chất_lượng hình_ảnh sắc_nét , máy nhỏ gọn dễ sử_dụng",0,0,0,0,0,1,0,0,1
548,r-53511172,sản_phẩm tốte . gần mới trưng_bày tuổi_thọ pin xẽ tụt nhanh hơn hàng mới . bù cầm con nhỏ gọn tay . dùng vài năm thay pin tốte,0,0,0,0,0,2,0,0,1
549,r-53451354,"lần đầu trong đời sử_dụng ios còn khá lúng_túng . chất_lượng tuyệt_vời . nhỏ gọn dễ_thương , chủ_yếu nghe gọi dùng mobile banking .",0,0,0,0,0,0,0,0,1
550,r-52917092,"iphone dành số đông . phù_hợp người ít dùng điện_thoại giải_trí , chơi game . một điện_thoại nhỏ gọn , pin đủ dùng trong 1 ngày mạnh_mẽ , chụp hình quay_phim chê",0,0,0,0,0,1,0,0,1
551,r-52896734,"sản_phẩm chất_lượng , nhân_viên nhiệt_tình",0,1,0,0,0,0,0,0,0
552,r-52441432,"pin tốt . kiểu_dáng nhỏ gọn , đẹp",0,0,0,0,0,1,0,0,1
553,r-51676171,tay . màn_hình lớn hiển_thị tốt . trọng_lượng nhẹ cầm nắm tốt . pin khỏe . dùng sương sương một ngày .,0,0,0,0,0,1,0,0,1
554,r-54653096,pin trâu xài phê . từ_nhiên dung_lượng bộ_nhớ hơi thấp,0,0,0,0,0,2,0,0,0
555,r-54518146,"dòng điện_thoại hợp mọi lứa tuổi , hình_dáng trẻ_trung , màu_sắc cá_tính bộ_phận bán hàng chu_đáo nhiệt_tình cảm_ơn",0,1,0,0,0,0,0,0,1
556,r-53752988,"máy đẹp , chụp hình camera ổn_áp , bộ_nhớ trong lớn , tha_hồ lưu_trữ",0,0,0,0,0,1,0,0,1
557,r-53706565,bàn_phím hay đơ bấm không ăn . ứng_dụng hay tự thoát ứng_dụng . camera kém,0,0,0,2,0,2,0,0,0
558,r-53666061,"pin trâu , lướt_web đánh game tốt . sản_phẩm tốt",0,0,0,1,0,1,0,0,0
559,r-54618688,"kiểu máy đẹp . máy chạy mượt , hài_lòng .",0,0,0,1,0,0,0,0,1
560,r-54617816,"sản_phẩm tốt , xài ổn_định nhu_cầu bình_thường .",0,0,0,0,0,0,0,1,0
561,r-54082974,"tiền nào nấy , nói_chung ổn về mọi mặt có_điều phần ánh_sáng màn_hình chế_độ tự_động cài",0,0,0,0,0,0,0,1,0
562,r-52228966,hiện_tại máy dùng tốt ổn_định mượt_pin khỏe,0,0,0,0,0,1,0,1,0
563,r-52088897,"màn_hình to , thời_lượng pin ổn .",0,0,0,0,0,1,0,0,0
564,r-53894923,máy xài tốt tầm giá tiền con máy xài thật tuyệt_vời,0,0,0,0,0,0,0,1,0
565,r-53663586,"hình_thức đẹp , xử_lý mượt , pin lâu , sử_dựng ổn_định",0,0,0,1,0,1,0,0,1
566,r-53291529,"sản_phẩm dùng tốt . điểm trừ phần tích_hợp khám_phá google , làm đơ đơ điện_thoại . tắt đi diện_thoại chạy mới nhanh . còn phần khác dùng 1 thời_gian mới đánh_giá",0,0,0,2,0,0,0,0,0
567,r-53281887,chức_năng nhắn_tin rườm_rà,0,0,0,2,0,0,0,0,0
568,r-53245847,"máy xài ổn , cấu_hình không bàn . mọi thứ về máy tốt",0,0,0,0,0,1,0,0,0
569,r-53245421,tốt tầm_giá . nhân_viên phục_vụ nhiệt_tình,0,1,0,0,0,0,0,0,0
570,r-53192869,"mới xài vài ngày máy tự_động tắt nguồn khởi_động , có_khi chục lần chạy bình_thường . thật khó_chịu . chi hư dễ bải_hành .",0,0,0,2,0,0,0,0,0
571,r-53002961,"mình thấy tố . sao mình thấy pin mau tuột quá . bấm chừng 4 , 5 p pin nó giảm 2 , 3 .",0,0,0,0,0,2,0,0,0
572,r-52682825,mình mua sản phẩm về chạy mượt cấu_hình máy tốt,0,0,0,1,0,1,0,0,0
573,r-52666903,"sản_phẩm cấu_hình dễ sử_dụng , chất_lượng tốt",0,0,0,0,0,0,0,1,0
574,r-52658132,"điện lướt ít nhạy , phát wifi yếu xem hay đứng hình",0,0,0,0,0,2,0,0,0
575,r-52657934,điện_thoại xài mượt thích,0,0,0,1,0,0,0,0,0
576,r-52657756,nhân_viên tư_vấn nhiệt_tình .,0,1,0,0,0,0,0,0,0
577,r-52657265,"dễ_dàng cài_đặt , sử_dụng đảm_bảo . màn hình_độ nét cao .",0,0,0,0,0,1,0,0,0
578,r-52656832,"tốt , điện_thoại chạy khỏe , pin_xài lâu .",0,0,0,1,0,0,0,0,0
579,r-52656107,bàn phim điện_thoại hay lỗi nhắn_tin hay chạy chữ leo chữ,0,2,0,2,0,0,0,0,0
580,r-54746467,"sản_phẩm tốt , chụp hình đẹp , hài_lòng",0,0,0,0,0,1,0,0,0
581,r-54105957,"dùng hơn 1 tuần . mọi chức_năng ổn , mua online giảm_giá , nhân_viên giao hàng tư_vấn nhiệt_tình lắm",0,1,1,1,0,1,0,0,0
582,r-53306710,chơi game mượt chụp hình đẹp,0,0,0,1,0,1,0,0,0
583,r-53005361,mới rước em nó về trải_nghiệm mới biết hài_lòng 2 bạn nữ nhân_viên tư_vấn dễ_thương,0,1,0,0,0,0,0,0,0
584,r-54187470,sản_phẩm chất_lượng tuyệt_vời . máy dùng mượt . giá hợp_lí trong phân_khúc . nhân_viên xinh_gái . cám_ơn bạn thế_giới di_động tư_vấn mình sản_phẩm tốt như_vậy .,1,1,0,1,0,0,0,0,0
585,r-53746644,"tai_phone bất_tiện , nhanh xuống pin , độ nhạy tạm , lướt_web nhanh , chậm . hình_ảnh tạm",0,0,0,0,0,2,0,0,0
586,r-53709991,"quay video bàn đêm đọng sương , đọng ánh_sáng , pin sài bật_mạng tuột",0,0,0,0,0,2,0,0,0
587,r-53480339,"về chụp hình xem youtube tốt , cuộc_gọi đến hơi khó bấm 1 chút",0,0,0,0,0,1,0,0,0
588,r-53339780,máy dùng chậm . thỉnh_thoảng đơ . không biết kiểu,0,0,0,2,0,0,0,0,0
589,r-52911729,"máy dùng tốt , camera đẹp , pin đủ dùng",0,0,0,0,0,1,0,0,0
590,r-52863791,máy chạy mượt_pin dùng tốt mạng thoải_mái lo hết pin bạn nào làm_việc chọn loại máy tốt .,0,0,0,1,0,1,0,0,0
591,r-52835344,"nhìn bên ngoài khá đẹp , cam chụp tốtla",0,0,0,0,0,1,0,0,1
592,r-54380970,"điện_thoại sài tốt , chụp hình đẹp , sạc_pin nhanh , tính_năng . chơi game máy nóng . giá cao thôi .",1,0,0,1,0,1,0,0,0
593,r-54106862,"sản_phẩm tốt nhân_viên tư_vấn tận_tình , thân_thiện",0,1,0,0,0,0,0,0,0
594,r-53873054,"máy dùng tốt , tôi mua 1 món hời . cảm_ơn bạn nhân_viên nhiệt_tình hướng_dẫn",1,1,0,0,0,0,0,0,0
595,r-53814482,"máy tốt , mượt mát . mới lấy về thấy chỗ cảm_biến vân tay sáng mờ độ sáng thấp . 1 hôm dùng thấy",0,0,0,1,0,2,0,0,0
596,r-53794613,rước em nó về trưa . cảm_nhận mình cơ_bản tốt . tuy_nhiên máy nóng nhanh một_vài thao_tác đơn_giản . hi_vọng cập_nhật xong nó ổn_định,0,0,0,2,0,0,0,0,0
597,r-54395732,"sản phẩm ưng_ý , cảm_nhận bạn đầu sử_dụng hài_lòng , chất_lượng dùng thời_gian mới đánh_giá thêm .",0,0,0,0,0,0,0,1,0
598,r-54376482,"sử_dụng mượt , ưu_điểm vượt_trội tầm_giá sản_phẩm khác , tắm nền amoled đẹp , màn tràn_viền sử_dụng cảm_thấy sang_trọng trơn_chu hơn nhờ tần_số quét đến 120 z",0,0,0,1,0,1,0,0,1
599,r-53942896,"hiện_tại sản_phẩm tốt , phù_hợp nhu_cầu sử_dụng mình .",0,0,0,0,0,0,0,1,0
600,r-53926365,"điện_thoại hay mất sóng , kết_nối mạng yếu",0,0,0,2,0,0,0,0,0
601,r-54517973,ổn_định mượt_mà lắm nói_chung xài tốt,0,0,0,1,0,0,0,1,0
602,r-54803534,chụp hình đẹp_nha . màn_hình mượt,0,0,0,0,0,1,0,0,0
603,r-54390350,"mình khá ấn_tượng về khả_năng hiển_thị màn_hình ngoài_trời dù giữa nắng gắt , loa máy nghe nhạc .",0,0,0,0,0,1,0,0,0
604,r-54683659,"úi đi mua xong nói chim ưng_nhaa . nhân_viên tư_vấn nhiệt_tình , dùng thích lắm . màu hồng đẹp thực_sự",0,1,0,0,0,0,0,0,1
605,r-54629644,máy mượt . gia_công tốt . thời_lượng pin tốt khá hài_lòng,0,0,0,1,0,1,0,0,0
606,r-54468668,"giao hàng nhanh_chóng , nhân_viên nhiệt_tình",0,1,1,0,0,0,0,0,0
607,r-54150123,"máy sử_dụng ngon , hợp_lý trong tầm giá",1,0,0,1,0,0,0,0,0
608,r-54023148,"sản_phẩm chính hãng chất_lượng , máy mượt",0,0,0,1,1,0,0,0,0
609,r-53984475,"dùng mượt , chụp ảnh đẹp . bên ngoài máy đẹp",0,0,0,1,0,1,0,0,1
610,r-53335211,"nhân_viên lịch_sự , máy tốt hài_lòng .",0,1,0,0,0,0,0,0,0
611,r-52976922,"đánh_giá sản_phẩm tốt , nhân_viên tư_vấn dễ_thương nhiệt_tình",0,1,0,0,0,0,0,0,0
612,r-52904966,"mới mua , còn mới , đẹp",0,0,0,0,0,0,0,0,1
613,r-52808613,"sản phầm tốt , dịch_vụ nhân_viên nhiệt_tình",0,1,0,0,0,0,0,0,0
614,r-52680272,"máy đẹp , cấu_hình mạnh , sạc nhanh . còn pin thấy ổn .",0,0,0,0,0,1,0,0,1
