,item_id,cmt_id,username,rating,comment
5345,301642,r-53814806,Mai,4,"máy xài mọi thứ ổn , cam chụp đẹp , có_điều máy mau_tuột pin quá"
5350,301642,r-53734728,Phước Lập,5,"sản_phẩm tốt nhạy_đáp nhu_cầu cơ_bản tôi . hài_lòng về oppo , nhân_viên dtdd nhiệt_tình vui_vẻ ."
5355,301642,r-53683091,Võ Thị Bích Duyên ,5,mình mua máy trực_tiếp ở điện_máy xanh xài ok.chup_hình siêu_đẹp
5356,301642,r-53682342,Tiến Đạt,5,"sài gần 1 tuần , vọc , đáp_ứng tốt chức_năng bản_thân ."
5358,301642,r-53675191,Anh Biên ,5,"tôi mua vợ , nhân_viên hỗ_trợ hài_lòng ở luxury q9 máy mượt mỏng nhẹ . ý"
5359,301642,r-53673498,Cu,5,sản_phẩm chất_lượng . giá hợp túi_tiền
5374,301641,r-54826614,Minh hải,2,camera chính 108 chụp xấu_tệ .
5375,301641,r-54790667,Thanh Hà,2,máy dùng xem phim lướt facebook nóng_ran chụp ảnh xấu 108 mp ko bằng 32 mp
5377,301641,r-54730408,Đậu Tuấn Tài,4,hiện máy sử_dụng bình_thường . thấy lỗi
5381,301641,r-54477825,Chuyền,3,máy lướt facebook một nóng_ran .
5383,301641,r-54375445,Võ Thị Minh Hoà,4,"máy chạy mượt , chụp ảnh đẹp pin trâu"
5385,301641,r-54288807,Duy,4,camera chất_lượng kém . còn ok
5389,301641,r-54141451,Nguyễn Thu Trang,1,"nghĩ tiền nào . thật_sự chán so_sánh reno2f . reno 2 f chụp đẹp hơn , màu_sắc nhợt nhạt , tối . mua cách đầy 2 tiếng thất_vọng"
5393,301641,r-54068280,Lê Quảng Xử,5,"tốt , mượt"
5396,301641,r-54020452,Lê Tuấn,5,ok tốt mình hài_lòng
5399,301641,r-53958303,Thảo,5,"ngoại_hình đẹp , pin_good , chức_năng lạ ."
5406,301641,r-53780693,Thành,5,sản_phẩm tốt . đáng mua
5409,301641,r-53742431,Anh Khánh,5,máy ổn_định xài mượt chụp ảnh đẹp nha
5413,301641,r-53713678,TRẦN PHÚ TOÀN,5,sp đẹp dùng mượt tốt ok
5415,301641,r-53713504,Chị Xuân,5,mình người_yêu dùng oppo cảm_thấy tự_tin dùng sản_phẩm
5418,301641,r-53711519,NGUYỄN THỊ VÂN,5,nói_chung tuyệt_vời .
5421,301641,r-53710597,ĐẶNG HOÀNG SỰ,2,"chụp hình xấu , loa ngoài loãng"
5422,301641,r-53710285,Anh Định,2,"chụp hình_ảo , nhòe , pin khá yếu"
5423,301641,r-53710276,Chị Thủy,4,sản_phẩm đẹp màn_hình cảm_ứng nhạy . máy êm
5424,301641,r-53710167,QUÁCH TUẤN NGUYÊN,4,toi mới mua bữa 112 giờ thi tôi sài tốt
5425,301641,r-53710137,TRẦN ĐỨC VĨNH,4,về mẫu_mã đẹp chụp hình ok cấu_hình ok tổng_thể tốt
5427,301641,r-53709845,Thầy Dân,4,"chạy mượt , chụp ảnh đẹp hơn , còn tính_năng khám_phá ."
5428,301641,r-53709830,NGUYỄN VĂN TRUNG,3,camera ko rõ màu nhạt
5438,301641,r-53709080,PHẠM NGỌC CHUẨN,4,"pin xạc nhanh , đủ xài 1 ngày thoải_mái , loa kép_ok , camera chụp đẹp quảng_caó . kết_nối wifi , 4 g ổn_định ."
5442,301641,r-53708837,Truong minh toan,4,"máy đẹp cấu_hình mạnh , chức_năng . gắn thêm thẻ nhớ 2 sim ok . nhân_viên phục_vụ ân_cần . hài_lòng"
5446,301641,r-53708640,Tiến,5,ok lắm mọi người mua
5449,301641,r-54654439,Bác Ngôn,5,máy dùng tốt dễ sử_dụng
5468,301603,r-54760286,Tô Văn Huy,5,"máy đẹp , pin_khỏe , xử_lý mượt"
5469,301603,r-54746371,Anh Bằng,5,hài_lòng cách phục_vụ nhân_viên tgdđ nhiệt_tình nhanh_nhẹn .
5472,301603,r-54632562,Nguyễn Thị Thanh Thuỷ,3,pin ở mức 30 thường rớt wifi.khi máy nóng hay đơ
5474,301603,r-54613728,Chú Tâm,5,tôi hài_lòng về sản_phẩm
5475,301603,r-54612877,Nguyễn Thị Tỏ,5,sp rat tot.hon nhung gi mong dợi
5479,301603,r-54609470,Đào Duy Sĩ,5,tốt . nv phục_vụ 5 sao
5485,301603,r-54466312,Hiệp,5,"máy khá đẹp , cấu_hình dạng ổn . màn_hình sáng màu tươi 90 hz thật tuyệt tầm giá"
5490,301603,r-54417490,Phạm Văn Hải,4,máy dùng ok . khá mượt hơi nhanh hết pin có_lẽ màn_hình lớn cảm_thấy tụt pin nhanh . nọi chúng tầm giá quá ok
5494,301603,r-54388127,Huấn,5,"sản_phẩm dùng ok . pin dùng khỏe , sạc nhanh . hợp số tiền"
5497,301603,r-54329012,Chú Thông,5,"máy ok , dùng thích , màn lớn cáu_hình tốt , giá_cả phù_hợp ."
5499,301603,r-54295046,Phan Huỳnh Đức,5,san_phẩm xài tốt
5501,301603,r-54286881,Anh Cường,5,"mua bố , ngoại_hình đẹp loa khá xịn , màn_hình tốt , pin trâu , sạc nhanh . nhân_viên phục_vụ nhiệt_tình"
5502,301603,r-54230928,Anh Tuyển,4,máy tốt phù_hợp giá tiền
5503,301603,r-54230217,Lê Văn Sỹ ,4,dùng ứng_dụng cơ_bạn mượt còn chơi game biết ổn trong tầm giá
5506,301603,r-54214083,LÊ HẢI ANH,5,hàng ok nhân_viên tư_vấn nhiệt_tình
5507,301603,r-54208228,Kim Anh,2,"máy dùng một tầm 3 p hiện_tượng nóng , hoặc bỏ quay 23 video tầm 1 p máy nóng"
5510,301603,r-54175939,Anh Hận,3,tôi thanh_toán bằng momo giảm_giá
5513,301603,r-54105417,Nguyễn Tấn Đạt ,5,"máy ok , mượt ủng_hộ tiếp"
5516,301603,r-54073854,Lăng van Hiền 0866545936,4,máy lưới bảo_vệ loa trong à mọi người nhỉ
5518,301603,r-54062740,Nguyễn thành nam,4,mình đa dùng chip mediatek dùng sang con chip mediatek g88 thấy ok_mượt anh_em mua
5519,301603,r-54041975,Nguyễn Sơn Trường ,5,"đẹp , thời_thượng , tinh_tế . quá ổn một em sành_điệu sang chảnh ."
5522,301603,r-54025652,Thuận ,4,"máy ok hơi mau hết pin , em hỏi sạc cục sạc nóng sao"
5526,301603,r-54008411,Lê văn nghị,3,pin tụt nhanh . còn ổn giá
5527,301603,r-53997500,Phạm Thị Thương,4,"sp ok , sạc nhanh , bắt wf tốt , tốt sp khác trong tầm giá"
5529,301603,r-53981187,Lê Tuấn,5,"sản_phẩm tuyệt_vời , tặng free 6 tháng bảo_hành . mua"
5533,301603,r-53957344,Chị Trang,5,tuyệt_vời trong tầm giá
5535,301603,r-53954331,DƯƠNG TRÙNG HINH,5,mình thấy dùng tốt
5540,301603,r-53950556,Lê Thị Mỹ Xuyên,5,"nv phục_vụ tốt , nhiệt_tình"
5541,301603,r-53950400,TÒNG VĂN TRƯỜNG,3,cam sắc_nét quảng_cáo
5542,301603,r-53950325,THÁI HUỲNH NHƯ THẢO,5,"nhân_viên bán hàng tư_vấn nhiệt_tình , vui_vẻ , dễ_thương tôi hài_lòng"
5543,301603,r-53950075,THÁI VIỆT HÙNG,4,khá ổn trong tầm giá
5548,301603,r-53947539,Danh Hồng An,4,sài lâu 1 ứng_dụng quá . thấy hơi đơ máy . tạm ổn .
5553,301603,r-53943553,A Tuý,1,sản_phẩm quá dở ưng_ý
5556,301603,r-53943178,Thanh Lịch,5,"sản_phẩm tốt , mua"
5557,301603,r-53943060,NGUYỄN NGỌC LAN ANH THƠ,3,sử_dụng lâu biết hết tính_năng giá ok
5558,301603,r-53942968,THẠCH THIỆN TRÂM,5,"máy đẹp , mượt , chụp hình_sắc nét . chị quỳnh ở tgdđ số 8 hòa bình_ninh_kiều thơ tư_vấn nhiệt_tình dễ_thương ."
5559,301603,r-53942719,Anh Tâm,5,"sạc nhanh , màn_hình rộng , khả_năng xử_lý đa_nhiệm ứng_dụng tốt ."
5560,301603,r-53942683,Chị Thuỳ Dung,5,nhân_viên tư_vấn dễ_thương
5562,301603,r-53941341,NGUYỄN VĂN THƯƠNG,5,chăm soc khach hàng tuyệt_vời
5567,301603,r-53933240,Em Phú,5,máy đẹp mọi thứ ổn đáng đồng_tiền
5569,301603,r-53932948,ĐẶNG VĂN LÂM,4,màn_hình nhỏ thêm tý . mắt cam_nhỏ hơn chìm hơn đẹp hơn . camera nét hơn thực_tế hơn_nữa nhất .
5572,301603,r-53930986,Hồ Văn Mường,4,"sản_phẩm tốt , tuy_nhiên con một_số ưng_y lắm màn_hình hơi tôi ."
5577,301603,r-53929784,Nguyễn Đình Thắng,5,điện_thoại dùng ok máy nhánh hết bin quá dù 5000 mz
5578,301603,r-53928011,NGUYỄN VĂN TRƯƠNG,4,nhân_viên phục_vụ nhiệt_tình
5585,301603,r-53926459,Lê Anh Tuấn,5,sản_phẩm dùng tốt
5587,301603,r-53926019,PHAN VĂN TƯƠI,5,nhân_viên làm_việc tốt quá tuyệt_vời
5588,301603,r-53925627,Trần Thị Thu Hà,3,tạm ổn trong tầm giá
5590,301603,r-54889115,Vũ Đăng Khoa,4,5 sao . nhân_viên . điện_thoại mới mua hoạt_động bình_thường . mình luôn_luôn tin_tưởng về chất_lượng sản_phẩm . điện máy_sanh
5614,304090,r-54920616,Anh Sơn,5,xài mượt . ở 90 hz . chơi game . nhẹ oke . liên_quân ổ . chip g99 oke hơn g88
5615,304090,r-54896952,NGUYỄN THỊ NGỌC,5,ok lắm sản_phẩm tốt
5616,304090,r-54738201,Chị Huyền,4,dùng quen hiểu rõ đc . pin hết hơi nhanh . nói_chung lad_dũng ok
5617,304090,r-54735544,Nguyễn Xuân Đức,5,"nhân_viên nhiệt_tình , chu_đáo"
5623,304090,r-54499429,Đoàn Phú,4,dùng mượt chụp ảnh đẹp
5624,304090,r-54457177,ĐẶNG HOÀNG GIANG,4,máy loa nhỏ quá máy ok dùng tốt
5627,304090,r-54420904,Anh Tùng,5,hàng đẹp . nhân_viên thân_thiện
5630,304090,r-54402694,Bùi Tuấn Đạt ,5,"tốt , nhân_viên tư_vấn tốt chi_tiết đủ mọi thứ ."
5632,304090,r-54340911,Dai Vinh,5,khá ổn tầm giá
5634,304090,r-54338356,CÔNG TY TNHH CHEN SEN,5,"sản_phẩm tốt , nhân_viên nhiệt_tình"
5636,304090,r-54296358,Phạm Đức Dũng,5,"máy đẹp , hiệu_năng tốt trong tầm giá"
5638,304090,r-54286559,Lợi,5,nói_chung ok ít xài phát_hiện lỗi đề điện_thoại mau hết pin quá còn nhiêu
5641,304090,r-54250859,phạm Trường an,5,nhân_viên phục_vụ tận_tình . chu_đáo
5642,304090,r-54244868,Hoàng văn Tình,4,chất_lượng loa hơi kém
5643,304090,r-54232137,Trịnh Thị Khánh Ngọc,4,"mình đặt_hàng online , giao hàng nhanh nhân_viên nhiệt_tình . điện_thoại phù_hợp nhu_cầu nghe gọi xem video youtube , camera_ổn , vẻ ngoài nhìn lịch_sự , cầm tay"
5644,304090,r-54231824,Hoàng Thanh Tùng,4,tốt trong tầm_giá . pin ổn sạc nhanh .
5647,304090,r-54189213,Huỳnh Chí Hiếu,4,dùng khá ok . máy hơi giật_nhẹ chơi game liên_quân hoặc tốc_chiến_cấu_hình trung_bình .
5648,304090,r-54174513,Hoàng Công Tính,4,mới giá tiền
5649,304090,r-54140456,Lò Văn Hoà,3,"realme c55 tôi giới_thiệu bạn_bè về chất_lượng , tính_năng máy dễ dùng phù_hợp bạn túy tiền"
5651,304090,r-54108167,Long,2,lỗi nguồn rõ mùa về 1 tuần 3 ngày đầu khời_động trong ngủ 2 3 lần ngày 1 lần h hết xem coi ko báo
5654,304090,r-54078618,Phương,5,giá rẻ đỉnh lắm
5655,304090,r-54051925,VŨ THỊ THANH TÂM,4,"pin trâu , chụp hình đẹp"
5657,304090,r-54049084,Tùng,4,thấy vấn_đề phát_sinh .
5662,304090,r-53971961,Anh Thân,5,kết_cấu đẹp . lướt ok
5663,304090,r-53964211,Lê Văn Hảo,3,mình dùng chưa_thể biết chất_lượng sao . cơ_bản_thân máy nhẹ thời_lượng pin lâu .
5664,304090,r-53963473,Kiều Thanh Hiển,5,máy tuyệt_vời
5666,304090,r-53957992,Nguyễn Duy Kiên,4,bước_đầu cảm_thấy ổn
5675,304090,r-53949992,TRẦN LÊ THỊ THÙY LINH,5,sản_phẩm tốt . nhân_viên tư_vấn nhiệt_tình vui_vẻ
5677,304090,r-53948939,NGUYỄN HOÀNG GIANG,3,máy sài kg mượt lắm
5681,304090,r-53942646,Bùi Thị Yến Xuân,5,"sản_phẩm sử_dụng tốt cảm_nhận ban_đầu , mẩu mả đẹp , sử_dụng bền hay chờ thời_gian sử_dụng mới biết"
5684,304090,r-53936345,Lê Thành Được,4,nâng cao chip thêm xíu ổn
5685,304090,r-53936210,Anh Thắng,5,"ram 8 g chạy mượt , bộ_nhớ 256 lưu_trữ thoải_mái"
5686,304090,r-53934501,Nguyễn văn dương,4,mới thấy ổn . biết 1 thời_gian thế_nào
5689,304090,r-53931870,TRIỆU VĂN HỒNG,5,nói_chung sản_phẩm dùng tốt mượt
5692,304090,r-53929667,Nông Thị Linh Chi,4,phù_hợp yêu_cầu về sử_dụng
5702,304090,r-53927446,NGUYỄN VĂN HÙNG,3,mới sử_dụng 2 ngày đánh_giá cụ_thể
5707,304090,r-53926181,LÊ TRẦN TẤN PHÁT,4,chụp bức ảnh gần hình_ảnh lấy nét hơi lâu
5710,304090,r-53926062,Nguyên,2,sử_dụng tự văng màn_hình chính hiểu lý_do
5711,304090,r-53925994,Nguyễn Trọng Nghĩa,5,nhân_viên nhiệt_tình . tốt
5714,304090,r-53925614,Chi Sấn,5,nhân_viên nhiệt_tình vui_vẻ hỗ_trợ nhiệt_tình tư_vấn tỉ_mỉ
5718,304090,r-53891936,Giang,4,"máy xài mượt_mà hao_pin , pin cầm , xài tuột_pin máy realme8 pin trâu_bò ."
5719,304090,r-53886594,Nga,4,"pin nhanh hết , realme 5 pin trâu hơn realme c55 . hơn thất_vọng"
5724,304090,r-54506971,Tran Van Trung,4,tôi thấy ổn riêng 1 số games nặng hơi giật
5736,249948,r-54735368,Vũ Tiến Thành Vũ Tiến Thành,1,lần thứ 2 đi bảo_hành ko thành_công giờ dùng máy hỏng thế_giới di_động bán
5737,249948,r-54633502,Lê Nam Tiến,5,sản_phẩm dùng ổn_định
5742,249948,r-54534755,VÕ ĐÌNH TRƯỜNG,5,tuyet voi nha cac ban
5744,249948,r-54373223,Trần Văn Sơn,5,tốt cảm_nhận màn_hình vuốt ko mượt bằng note 10
5745,249948,r-54362994,Bác Tiến Thơm,3,hình_ảnh còn mờ lắm
5747,249948,r-54312630,Hoàng Nam,5,tạm_thời chê
5753,249948,r-54264934,Phúc,1,khả_năng chống nước tiêu_chuẩn đưa
5755,249948,r-54227368,Lê Trang Dũng,5,"dùng khá tốt , chơi game chủ_yếu nghe nhạc ổn_áp . note khá cây_bút hay mất kết_nối quá . kết_nối khá nhanh ổn ."
5756,249948,r-54208760,Trọng,5,mua mới 2 ngày tuột giá 1 tr3 cay
5757,249948,r-54199971,Quan,4,mới mua ngày 294 22 tr990 . đến hôm_nay 22 tr390 . hỏi nhân_viên bảo sang 15 hết khuyến_maĩ . hóa hết km giảm sâu hơn . cảm_giác khó_chịu
5759,249948,r-54129037,Anh Thắng,4,"tiền nào , tùy cảm_nhận sở_thích người mọi thứ hiện_tại về sản_phẩm ok mua ."
5762,249948,r-54108267,Cô Vân Anh,5,điện_thoại dùng tốt . cô sử_dụng thao_tác hết công_dụng . máy 0 k 0 k
5776,249948,r-53768640,TRẦN HỮU ĐẠT,5,"êm , đẹp , mượt , pin trâu , nhân_viên nhiệt_tình . mua nha ."
5778,249948,r-53743468,Thái,5,"mua hồi 17.2 tiếc_chả bán phụ_kiện ốp lưng s23 ultra_hiệu spigen , dán màn_hình"
5796,301796,r-54567527,Lê Nguyễn Thái Sơn,5,lâu kg sài android giờ sài_sài thấy khổ nổi máy mau hết pin quá
5797,301796,r-54526191,Châu,4,ok lém . hơi nặng
5798,301796,r-54514539,Trần Ngọc Châu,5,"máy dùng tốt , nhân_viên nhiệt_tình ."
5804,301796,r-54316643,Dương,4,cảm_giác hao_pin quá
5805,301796,r-54309165,Dương Văn Tuyến,5,"mua về chạy ship cảm_thấy bình_thường bao con máy khác , có_vẻ mượt hơn chút . hi_vọng màn chịu mưa_nắng mục sớm"
5808,301796,r-54261341,Nguyễn hồng tuấn,4,sóng wifi kém . chụp ảnh kì_vọng .
5809,301796,r-54253460,Lê Minh Đức,5,sản phẩn tốt . chức_năng đầy_đủ .
5811,301796,r-54221551,Nguyên tiên dung,5,mới mua xài mượt_kết_nối mạng nhanh hàng xịn nó khác tốn tiền đáng
5815,301796,r-54084834,Chú bảy,4,"ủa sao đánh_giá , nhắn ghi_nhận đăng gửi hoài . ko hiểu ."
5816,301796,r-54072399,Tuấn,3,s23 ultra mình khả_hiển_thị màu xanh vàng tươi s21 ultra_liệu lỗi bạn . mong phản_hồi
5817,301796,r-54041952,Khánh Vân,5,"máy dùng tốt , mượt hình_ảnh đẹp"
5820,301796,r-53887928,Nguyễn Minh Tuấn,4,2 tuần sử_dụng . tất_cả mọi thứ ổn .
5822,301796,r-53795369,Phạm Ngọc Quang,3,đắt hơn mua chỗ khác
5831,301796,r-53751638,Anh Nguyễn Duy Tiến,4,"dùng pin tốt hơn s22 ultra , cầm sướng tay bằng s22 ultra"
5838,301796,r-53738556,Hặnh,5,mượt lắm nha ví_dị ơi . đời bao_lâu đâu hỏng xaì .
5841,301796,r-53737833,Nguyễn Khoa,5,"máy chạy mượt , nghe nhạc hay tặng ốp lưng cầm êm_tay lắm"
5846,301796,r-53736261,BÙI MINH ĐÀM,5,jì chê
5847,301796,r-53736258,Anh Thanh,5,"sản_phẩm sử_dụng tốt , nhân_viên nhiệt_tình"
5860,301796,r-53736613,Hồ Thanh Thuý,5,ứng_ý nhân_viên tư_vấn
5863,301797,r-54769836,Bill Li,5,"tôi mua ngày 20.5.2023 , samsung s23 ultra 1 t chụp hình_ảnh xuất_sắc , sử_dụng hơn 1 tháng rưỡi , thật tuyệt_vời"
5865,301797,r-53742578,Anh Huân,5,sp tốt . nv phục_vụ nhiệt_tình
5873,303583,r-54949980,Mai anh,2,tự thoát wifi bắt_wifi kém cam chụp mờ
5875,303583,r-54792228,BÙI Minh Thy,3,lướt facebook tiktok chut máy nóng quá . sử_dụng 1 tuần . camera mờ kém .
5880,303583,r-54708530,Sửu,3,"dùng ổn , pin nhanh hết quá ."
5883,303583,r-54676594,Nguyễn Nga,5,dùng thấy ok pin trâu lướt_web nhanh
5888,303583,r-54627372,Nguyễn Kiếng Quốc,5,tất_cả tốt_trừ camera chụp ảnh đẹp lắm
5890,303583,r-54588437,TRẦN QUỐC TRUNG,5,nói_chung ok_mượt pin trâu xứng_đáng trong tầm giá
5891,303583,r-54579849,Tuan,4,mới mua hôm_nay ko kèm sạc
5893,303583,r-54552914,VŨ HOÀNG KIM YẾN,5,"màu đẹp , chạy khá mượt"
5896,303583,r-54512500,Bùi Trung Khoa,5,sản_phẩm tốt vấn_đề
5898,303583,r-54501805,Nguyễn viết Bình,5,tuyệt_vời nhân_viên tư_vấn nhiệt_tình chu_đáo
5899,303583,r-54476201,Nguyễn đình Nghĩa,5,"mua vợ xaì , nhìn_chung ok"
5903,303583,r-54374574,Nguyên Thanh Hiếu,5,điện_thoại xài tốt_mượt lắm . pin lâu
5906,303583,r-54339116,Sẩm Phúi Lâm,5,"máy tốt , pin trâu , chống nước , tính_năng . chuyển huawei quen giao_diện ."
5907,303583,r-54311745,Nguyễn Văn lợi ,4,"tốt . lỗi vài ngày kết_nối mạng wifi , bật tắt chế_độ máy_bay_dò sóng . ai mình cách khắc_phục"
5910,303583,r-54289254,Nguyễn Minh Đức,5,"điện_thoại sài tốt , mượt , hơi nóng máy_xíu , còn mọi thứ tốt ok"
5912,303583,r-54273862,Giang,5,sản_phẩm xài tốt loa ngoài nghe hơi_rè . thi_thoảng mở 4 g
5913,303583,r-54262581,NGÔ BÁ HƯỞNG,4,"máy dùng tốt , pin_khỏe ."
5915,303583,r-54242077,Anh Khải,5,sản_phẩm sử_dụng tốt . pin tốt . kiểu_dáng đẹp
5917,303583,r-54223589,Long,5,máy dùng tốt máy mới
5918,303583,r-54222955,NGUYỄN QUỐC CẢNH,5,bắt_mạng hỏi yếu
5919,303583,r-54194644,Nguyễn văn Hòa,2,mới mua ngày 15_4 . điện_thoại mới xem đá bóng chơi liên_quân bằng wifi máy nóng_ran . kiểu xem chơi bằng 4 g nổ máy
5920,303583,r-54190742,Nguyễn văn cường,2,màn_hình full_hd ảnh coi mờ . giống hd
5925,303583,r-54107097,Thảo,4,di che bin mạnh_tí tuyet
5927,303583,r-54106530,A Tài,4,sp tốt_đẹp chất_lượng tầm_trung dòng a34
5928,303583,r-54101187,HUỲNH VĂN CƯỜNG,5,hàng tốt nhân_viên phục_vụ tốt
5929,303583,r-54099289,Phạm Văn Ngàn,4,"xài tốt gần tháng nay lỗi , nhân_viên phục_vụ tốt nhiệt_tình"
5930,303583,r-54098622,A Thoan,5,hiện_tại điện_thoại sử_dụng tốt
5932,303583,r-54097958,Nguyễn Văn Hưng,1,ko sạc nhanh hết pin
5937,303583,r-54071275,Thuận,5,xài thời_gian đầu thấy ổn . thời_gian biết . 5 s nhân_viên nhiệt_tình
5941,303583,r-54005623,Anh Tài,5,màn_hình hiển_thị đẹp . 6.6_inh dùng ko quá to hay ko quá nhỏ . loa hay . bộ rung cao_cấp dùng thích . giá phù_hợp . năm ko biết a35 nâng_cấp ko hiện_tại quá ok . thích .
5943,303583,r-54001090,Huỳnh Tấn Lợi,5,quá ok . mình màn_hình giọt nước vấn_đề
5945,303583,r-53998928,Bình phạm ,3,pin tuột khá nhanh
5950,303583,r-53975248,Hồng Cẩm,3,"hay lag , cập_nhật wiffi chậm , xoay chừng 1 p mới , 3 g xài tự_nhiên mất 3 g , load mãi mới ,"
5957,303583,r-53958371,Thảo,2,"chụp hình đẹp , pin_kém , khá mượt , kiểu_dáng hơi đàn_ông"
5959,303583,r-53955065,Nguyễn Thiết Phan,4,mẫu_mã đẹp dùng nghe gọi to cảm_ứng tốt
5960,303583,r-53954909,Trần Văn Đạt,5,ok nhân_viên tư_vấn nhiệt_tình .
5968,303583,r-53953156,Anh Vương,5,giá thấp hơn chút 6 sao
5969,303583,r-53952123,NGUYỄN HÀ VÂN ANH,4,"nhân_viên , nhiệt_tình dễ mến"
5970,303583,r-53951444,Nguyễn Huỳnh Minh Trang,5,cảm_giác chụp hình đẹp lắm
5974,303583,r-53950714,NGUYỄN DUY TÂN,5,nhân_viên tư_vấn dễ_thương đánh_giá 5 sao
5976,303583,r-53950502,Anh Thiện,5,nhân_viên nhiệt_tình trách nhiêm . cảm_ơn
5977,303583,r-53950342,Phan Thị Thu Sương,5,sp sài mượt chơi game hơi đỉnh
5978,303583,r-53950339,TRẦN NGỌC SƠN,5,nhân_viên phục_vụ tốt
5980,303583,r-53949972,Bùi Hữu Kiên,5,"sản_phẩm tốt , phù_hợp túi_tiền"
5983,303583,r-53948691,Hồ Thị Hồng Tươi,5,rat hai long cach phuc vu_khach hang
5990,303583,r-53943885,Anh Quốc,4,nhận_viên nhiệt_tình chu_đáo
5994,303583,r-53943104,Nguyễn Văn Tùng,5,tôi hài_lòng về sản_phẩm samsung galaxy a34
5996,303583,r-53942936,Bùi Thị Hợp,5,"dùng thích , đặc_biệt màn_hình mướt"
5998,303583,r-53942815,Đinh Quang Chất,4,xứng_đáng đồng_tiền bỏ .
5999,303583,r-53942705,Định Hồ Thị Thanh Huyền,4,chụp hình rõ sắc nét
6000,303583,r-53942677,TRẦN TRUNG NGUYÊN,3,cảm_ứng có_vẻ ổn
6001,303583,r-53942638,THIÊN ANH VĂN,5,"sản_phẩm tốt , nhân_viên nhiệt_tình ."
6002,303583,r-53942609,Nguyễn Uyên,5,sản_phẩm phù_hợp tầm giá
6004,303583,r-53942590,Lưu Văn Hải,5,mình máy mới kèm ốp lưng kèm khách_hàng ok hơn
6010,303583,r-53939435,Phan Nhật Nam,5,"sản_phẩm dùng tốt , nhân_viên thân_thiện , chuyên_nghiệp , . ok 5 sao ."
6012,303583,r-53936668,VÕ VĂN ĐỜI,4,máy sử_dụng mượt
6017,303583,r-53934476,Chị Xuân,5,camera sắc nét . quay_phim chế_độ ois chống rung mượt . độ nhạy mượt máy tốt
6019,303583,r-53933727,NGUYỄN LONG KHÁNH,5,tông màu đỏ tươi con cũ mình xài j7 plus . còn mọi thứ tuyệt . vân tay lưu 3 . nói_chung mới trải_nghiệm ko đánh_giá .
6021,303583,r-53932937,Em Khánh,5,"điện_thoại đẹp , tội đắt . tôi hài_lòng cục sạc đi kèm ."
6023,303583,r-53932387,BÙI THÀNH DANH,4,máy chạy tốt ứng_dụng cơ_bản
6024,303583,r-53931627,Trâm,5,"sản_phẩm tốt , dùng êm"
6026,303583,r-53930155,HỒ VĂN ĐƯỢM,5,he điều_hành máy êm
6028,303583,r-53929980,Chị Quỳnh,5,tiếc cường_lực ốp
6030,303583,r-53929480,Anh TUẤN ,4,"mới sài vài ngày , cảm_nhận máy chạy mượt"
6034,303583,r-53929176,Chị Nguyệt,5,bạn nhân_viên tiếp_đón khách_hàng chu_đáo
6036,303583,r-53928659,Tư,4,nv dễ_thương tư_vấn nhiệt_tình
6039,303583,r-53928060,Nguyễn Thị Vân,3,pin tụt hơi nhanh_á bình_thường .
6040,303583,r-53927955,Lê Nguyễn Ko Lon,5,thiết_kế màu_sắc_đẹp
6041,303583,r-53927729,Chú Dũng,4,thời_gian ngắn chưa_thể đánh_giá đúng
6044,303583,r-53927477,ĐOÀN ANH TUẤN,5,xét chung tạm ổn
6047,303583,r-53927417,Anh Hùng,4,"sản_phẩm mượt_mà , đẹp phù_hợp túi_tiền"
6053,303583,r-53926539,Kỷ,4,"màn_hình đẹp , rõ nét"
6054,303583,r-53926449,Quân,4,rung_lượng pin lâu hết . lướt web_mượt
6057,303583,r-53926242,Vi,2,mua điện_thoại ko cục gắn sạc cáp sạc . mà_còn bảo mua thêm cục sạc .
6058,303583,r-53925895,Anh Lượng,3,máy sài nhanh hết pin
6061,303583,r-53925834,TRẦN THỊ MINH,4,mình thâýsp ưng_ý
6064,303583,r-53925743,Trần Thị Hương,4,chức_năng mới biết sử_dụng như_thế_nào
6069,303583,r-53925576,Anh Đồng,4,"màn_hình lớn , hình_ảnh sắc_nét , máy chạy mượt , 5 g . tốt điện_thoại tầm_trung ."
6070,303583,r-53925442,Chị Nguyên,5,tính_năng mới
6072,303583,r-53919879,Nguễn văn trường,5,máy dùng tốt . pin dùng lâu hết
6110,298377,r-54899879,Nguyen Van,2,điện_thoại bắt sóng yếuhao_pin . điện_thoại lỗi mới mua hôm hôm gọi điện zalo xem video tittoc tiếng tắt nguồn khỏi đông may mới nghe tiếng
6112,298377,r-54708165,NGUYỄN VĂN HƯNG,5,"2 tuần nay dùng tốt , hài_lòng"
6117,298377,r-54339282,Trinh,1,máy hay lỗi tắt_nguồn mở bất_tiện quá
6120,298377,r-54218560,Lộc,2,điện_thoại mình ám_vàng nặng dù chỉnh_sửa hoạt_ảnh lần
6122,298377,r-54201965,Chị Mai,5,điện_thoại samsung dùng tuyệt
6123,298377,r-54138685,Sơn,2,lổi_tự gọi
6124,298377,r-54133355,BÙI THỊ THUÝ,5,hiện_tại mình dùng thấy tốt . nhất dùng vân tay thanh_toán tài_khoản điện_thoại . mình ok
6133,298377,r-53981427,HUỲNH KIM LOAN,3,"hình_ảnh chân_thật . dữ_liệu 256 g , nói_chung"
