,id,name,sku,url_key,brand_name,seller_product_id,seller_id,price,original_price,discount,discount_rate,rating_average,review_count,productset_id,category,sold
2256,192139887,Ổ cứng mạng WD My Cloud Home 2TB/3TB/4TB/6TB/8TB Hàng Chính Hãng,3261458071019,o-cung-mang-wd-my-cloud-home-hang-chinh-hang-p192139887,WD,192139891,296212,4760000,5390000,630000,12,4.3,8,2523,Laptop - Máy tính và Linh kiện,23
2257,27579312,"Hộp mực dùng cho máy in canon MF3010, LBP 6030/ 6030w",3424569823875,hop-muc-dung-cho-may-in-canon-mf3010-lbp-6030-6030w-p27579312,OEM,32404019,65686,118000,118000,0,0,4.5,23,2617,Laptop - Máy tính và Linh kiện,175
2258,82495572,Pin dành cho Laptop Dell Latitude 5480 - Model: GJKNX,4614349528184,pin-danh-cho-laptop-dell-latitude-5480-model-gjknx-p82495572,OEM,94903276,170124,944998,1500000,555002,37,5.0,2,2599,Laptop - Máy tính và Linh kiện,6
2259,49275935,"Máy in nhiệt mini TMĐT Shoptida in không cần mực, in đơn vận chuyển, bill thanh toán, in tem nhãn, mini code, bar code, mã vạch tốc độ in 1s/đơn, in xong có thể dán đơn ngay - Hàng chính hãng",7111915808100,may-in-don-hang-tmdt-shoptida-in-khong-can-muc-in-don-van-chuyen-bill-thanh-toan-in-tem-nhan-mini-code-bar-code-ma-vach-toc-do-in-1s-don-in-xong-co-the-dan-don-ngay-hang-chinh-hang-p49275935,HPRT,49275939,692,1569000,1599000,30000,2,4.6,86,2609,Laptop - Máy tính và Linh kiện,318
2260,117094414,Pin cho Laptop Lenovo IdeaPad LE-G430 b460 - Hàng Nhập Khẩu ,2456958673113,pin-cho-laptop-lenovo-ideapad-le-g430-b460-p117094414,HI PC,195557040,170124,355000,375000,20000,5,0.0,0,2599,Laptop - Máy tính và Linh kiện,0
2261,252156968,Phần mềm diệt Virus Bkav Pro - Hàng chính hãng,1101281871732,phan-mem-diet-virus-bkav-pro-hang-chinh-hang-p252156968,BKAV,255176125,200265,195000,195000,0,0,5.0,1,2529,Laptop - Máy tính và Linh kiện,11
2262,137170320,Bàn phím dành cho laptop Lenovo B460 Y450 Y460 Y550  - Hàng Nhập Khẩu,3681350528838,ban-phim-danh-cho-laptop-lenovo-b460-y450-y460-y550-p137170320,HI PC,194947484,170124,294000,344000,50000,15,0.0,0,2597,Laptop - Máy tính và Linh kiện,0
2263,180852842,Màn Hình Cong MSI PRO MP242C 23.6inch FullHD 5ms 75Hz VA - Hàng Chính Hãng,6077565367389,man-hinh-cong-msi-pro-mp242c-75hz-23-6-inch-1920-x-1080-75hz-curved-1500r-va-5ms-hang-chinh-hang-p180852842,MSI,248882045,200265,2290000,2549000,259000,10,0.0,0,2565,Laptop - Máy tính và Linh kiện,1
2264,191689321,Ổ cứng di động SSD Samsung T7 Shield 1TB | 2TB USB Type C 3.2 Gen 2 kháng nước chống bụi - Hàng chính hãng,2518319824833,tang-so-tay-o-cung-di-dong-ssd-samsung-t7-shield-usb-type-c-3-2-gen-2-khang-nuoc-chong-bui-bao-hanh-3-nam-1-doi-1-hang-chinh-hang-p191689321,SAMSUNG,191689323,296464,3500000,3500000,0,0,5.0,6,2573,Laptop - Máy tính và Linh kiện,19
2265,200029950,Bàn phím dùng cho LENOVO G40-80 | Keyboard LENOVO G4080  - Hàng Nhập Khẩu New Seal,5498423180581,ban-phim-dung-cho-lenovo-g40-80-keyboard-lenovo-g4080-phim-zin-hang-chinh-hang-mikey337-p200029950,MISUFUJL,200029951,308064,232719,269820,37101,14,5.0,1,2597,Laptop - Máy tính và Linh kiện,1
2266,200032113,Bàn phím dùng cho Laptop Lenovo ThinkPad T510 W510 T520 W520 X220 X220t Keyboard  - Hàng Nhập Khẩu New Seal,7913777645223,ban-phim-dung-cho-laptop-lenovo-thinkpad-t510-w510-t520-w520-x220-x220t-keyboard-phim-zin-hang-chinh-hang-mikey2336-p200032113,MISUFUJL,200032114,308064,569146,659880,90734,14,3.0,1,2597,Laptop - Máy tính và Linh kiện,2
2267,117094659,Pin Dành Cho Laptop HP ProBook 650 G1 - Hàng Nhập Khẩu ,9311407781910,pin-danh-cho-laptop-hp-hang-nhap-khau-probook-650-g1-p117094659,HI PC,194948032,170124,328000,378000,50000,13,3.0,1,2599,Laptop - Máy tính và Linh kiện,1
2268,200009532,Pin dùng cho Laptop Dell Latitude E6540 - Hàng Nhập Khẩu  MIBAT805,1191489592224,pin-dung-cho-laptop-dell-latitude-e6540-hang-nhap-khau-mibat805-p200009532,MISUFUJL,200009533,308064,505494,586080,80586,14,5.0,1,2599,Laptop - Máy tính và Linh kiện,5
2269,111452388,Màn hình máy tính LG UltraGear 27'' 2K 27GP850-B Hàng Chính Hãng,1362420795794,man-hinh-may-tinh-lg-ultragear-27-2k-27gp850-b-hang-chinh-hang-p111452388,LG,116254331,1,8990000,11990000,3000000,25,5.0,34,2565,Laptop - Máy tính và Linh kiện,85
2270,165208788,Sạc dành cho laptop Dell Inspiron 5442 14 5442 14 5000 5442 14-5442 có đèn báo - Hàng Nhập Khẩu - Sản phẩm mới 100%,2443004664358,sac-danh-cho-laptop-dell-inspiron-5442-14-5442-14-5000-5442-14-5442-co-den-bao-sac-zin-hang-chinh-hang-p165208788,MSMART,165208790,259728,302925,363510,60585,17,5.0,1,2595,Laptop - Máy tính và Linh kiện,1
2271,57628754,Tenda USB kết nối Wifi U9 chuẩn AC tốc độ 650Mbps - Hàng Chính Hãng,2839185456191,tenda-usb-ket-noi-wifi-u9-chuan-ac-toc-do-650mbps-hang-chinh-hang-p57628754,TENDA,57628755,126350,239000,299000,60000,20,5.0,59,2501,Laptop - Máy tính và Linh kiện,256
2272,160996077,Pin cho Laptop LENOVO B490 Y480 - Hàng Nhập Khẩu - Sản phẩm mới 100%,7873501658387,pin-cho-laptop-lenovo-b490-y480-pin-zin-hang-chinh-hang-p160996077,MSMART,160996080,259728,529725,750000,220275,29,5.0,1,2599,Laptop - Máy tính và Linh kiện,1
2273,171036502,Bàn phím dành cho laptop Asus X541 X541S X541SA X541SC - Hàng Nhập Khẩu - Sản phẩm mới 100%,1820604163077,ban-phim-danh-cho-laptop-asus-x541-x541s-x541sa-x541sc-phim-zin-hang-chinh-hang-p171036502,MSMART,171036503,259728,460404,552484,92080,17,5.0,1,2597,Laptop - Máy tính và Linh kiện,1
2274,191651969,Ổ cứng di động SSD Samsung T7 Portable USB Type C 3.2 Gen 2- Hàng Chính Hãng,1529434766289,tang-so-tay-o-cung-di-dong-ssd-samsung-t7-portable-usb-type-c-3-2-gen-2-bao-hanh-5-nam-1-doi-1-hang-chinh-hang-p191651969,SAMSUNG,191651973,296464,1930000,2230000,300000,13,4.6,12,2573,Laptop - Máy tính và Linh kiện,43
2275,115746322,"Màn Hình AOC 27B1H 27"" IPS Full Viền- Hàng Chính Hãng",8021492811493,man-hinh-aoc-27b1h-27-ips-full-vien-hang-chinh-hang-p115746322,AOC,186434950,60386,2990000,2990000,0,0,5.0,2,2565,Laptop - Máy tính và Linh kiện,7
2276,200009297,Pin dùng cho Laptop HP Probook 440 G2 - VI04 - Hàng Nhập Khẩu MIBAT501,2566784699415,pin-dung-cho-laptop-hp-probook-440-g2-vi04-hang-nhap-khau-mibat501-p200009297,MISUFUJL,200009300,308064,358006,415080,57074,14,5.0,1,2599,Laptop - Máy tính và Linh kiện,1
2277,160995862,Pin cho Laptop DELL F62G0 Inspiron 5370 7370 7373 7386 P83G P87G Vostro 5370 38W - 38W - Hàng Nhập Khẩu - Sản phẩm mới 100%,7607551047247,pin-cho-laptop-dell-f62g0-inspiron-5370-7370-7373-7386-p83g-p87g-vostro-5370-38w-38w-pin-zin-hang-chinh-hang-p160995862,MSMART,160995863,259728,981225,1177470,196245,17,5.0,3,2599,Laptop - Máy tính và Linh kiện,7
2278,200025335,Sạc dùng cho laptop Sony vaio SVE14 Series - Hàng Nhập Khẩu New Seal,9712784207492,sac-dung-cho-laptop-sony-vaio-sve14-series-hang-chinh-hang-miac18-p200025335,MISUFUJL,200025336,308064,205965,238800,32835,14,5.0,2,2595,Laptop - Máy tính và Linh kiện,4
2279,42561574,Hộp Mực In Premium 48A (CF248A) - Hàng Nhập Khẩu,2721946630257,hop-muc-in-premium-48a-cf248a-hang-nhap-khau-p42561574,PREMIUM,44156716,65686,153000,153000,0,0,4.8,23,2617,Laptop - Máy tính và Linh kiện,158
2280,165207255,Sạc dành cho laptop Asus K555L K555LA K555LD K555LN - Hàng Nhập Khẩu - Sản phẩm mới 100%,7972352035025,sac-danh-cho-laptop-asus-k555l-k555la-k555ld-k555ln-sac-zin-hang-chinh-hang-p165207255,MSMART,165207256,259728,302925,363510,60585,17,3.0,1,2595,Laptop - Máy tính và Linh kiện,2
2281,56693070,Pin dành cho Laptop Asus K45A,9710053243022,pin-danh-cho-laptop-asus-k45a-p56693070,OEM,79475250,170124,354998,450000,95002,21,0.0,0,2599,Laptop - Máy tính và Linh kiện,1
2282,163443674,Sạc dành cho Laptop Asus X509 X509FA X509J X509JA,2696819301225,sac-danh-cho-laptop-asus-x509-x509fa-x509j-x509ja-p163443674,OEM,167092408,170124,298998,348043,49045,14,5.0,1,2595,Laptop - Máy tính và Linh kiện,2
2283,200009522,Pin cho Laptop HP ZBOOK 15 17 G1 G2 Type AR08 AR08XL - Hàng Nhập Khẩu  MIBAT676,7461384264897,pin-cho-laptop-hp-zbook-15-17-g1-g2-type-ar08-ar08xl-hang-nhap-khau-mibat676-p200009522,MISUFUJL,200009523,308064,416018,482340,66322,14,4.0,1,2599,Laptop - Máy tính và Linh kiện,1
2284,419320,Máy In Laser Đơn Năng Canon LBP 6030 - Hàng chính hãng,5009739791925,may-in-laser-don-nang-canon-lbp-6030-hang-chinh-hang-p419320,CANON,122792,1,2690000,4490000,1800000,40,4.6,221,2531,Laptop - Máy tính và Linh kiện,2026
2285,200023659,Sạc dùng cho laptop Acer aspire 4752 4752Z 4752G 4752ZG - Hàng Nhập Khẩu New Seal,9692037886318,sac-dung-cho-laptop-acer-aspire-4752-4752z-4752g-4752zg-hang-chinh-hang-miac5-p200023659,MISUFUJL,200023661,308064,205965,238800,32835,14,5.0,1,2595,Laptop - Máy tính và Linh kiện,1
2286,160992169,Pin cho Laptop Acer M5-583 V5-473 V5-473G - AP13B3K - Hàng Nhập Khẩu - Sản phẩm mới 100%,2525453684375,pin-cho-laptop-acer-m5-583-v5-473-v5-473g-pin-zin-ap13b3k-hang-chinh-hang-p160992169,MSMART,160992174,259728,786975,944370,157395,17,4.0,1,2599,Laptop - Máy tính và Linh kiện,1
2287,6403989,Dây mạng bấm sẵn 2 đầu Cat6 UTP Patch Cords dài 10M UGREEN NW102 11205 - Hàng chính hãng,2925107859040,day-mang-bam-san-2-dau-cat6-utp-patch-cords-dai-10m-ugreen-nw102-11205-hang-chinh-hang-p6403989,UGREEN,253165929,915,98000,98000,0,0,0.0,0,2517,Laptop - Máy tính và Linh kiện,3
2288,73259812,Bộ Thiết Bị Kích Sóng WIFI 3 Râu MERCURY - Thiết Lập Dễ Dàng Và Nhanh Chóng - Hàng Nhập Khẩu,6010193814487,bo-thiet-bi-kich-song-wifi-3-rau-mercury-thiet-lap-de-dang-va-nhanh-chong-hang-nhap-khau-p73259812,MERCURY,74292147,40472,219000,219000,0,0,3.8,14,2505,Laptop - Máy tính và Linh kiện,54
2289,15337995,Thùng 100 cuộn giấy in hóa đơn K80 phi 45 bọc bạc cho máy in nhiệt,7407087574302,thung-100-cuon-giay-in-hoa-don-k80-phi-45-boc-bac-cho-may-in-nhiet-p15337995,OEM,35354506,76905,590000,590000,0,0,0.0,0,2621,Laptop - Máy tính và Linh kiện,5
2290,196988056,Ổ Cứng gắn trong SSD Samsung 980 PCIe NVMe V-NAND M.2 2280 500GB MZ-V8V500BW  Hàng Nhập Khẩu,1649797336889,o-cung-gan-trong-ssd-samsung-980-pcie-nvme-v-nand-m-2-2280-250gb-mz-v8v500bw-ha-ng-nha-p-kha-u-p196988056,SAMSUNG,196988057,783,910000,1100000,190000,17,5.0,4,2491,Laptop - Máy tính và Linh kiện,14
2291,99240292,Sạc dành cho Laptop HP (các loại) 19.5V 2.31A 45W chân kim nhỏ 4.5*3.0mm,1161601717433,sac-danh-cho-laptop-hp-cac-loai-19-5v-2-31a-45w-chan-kim-nho-4-5-3-0mm-p99240292,OEM,102132087,170124,194998,350000,155002,44,5.0,5,2595,Laptop - Máy tính và Linh kiện,22
2292,108843366,Tp-Link MR100 | Router Wi-Fi 4G LTE Chuẩn N Tốc Độ 300 Mbps | Hàng Chính Hãng,7423218453445,tp-link-mr100-router-wi-fi-4g-lte-chuan-n-toc-do-300-mbps-hang-chinh-hang-p108843366,TPLINK,108843367,1242,1099000,1099000,0,0,4.7,11,2507,Laptop - Máy tính và Linh kiện,34
2293,200007550,Pin dùng cho Laptop Dell Latitude E6440 - Hàng Nhập Khẩu  MIBAT820,4407829401766,pin-dung-cho-laptop-dell-latitude-e6440-hang-nhap-khau-mibat820-p200007550,MISUFUJL,200007552,308064,513256,595080,81824,14,5.0,1,2599,Laptop - Máy tính và Linh kiện,2
2294,160993720,Pin cho Laptop Dell N4050 N5050 M411R 511R - Hàng Nhập Khẩu - Sản phẩm mới 100%,5774343438959,pin-cho-laptop-dell-n4050-n5050-m411r-511r-pin-zin-hang-chinh-hang-p160993720,MSMART,160993721,259728,650475,780570,130095,17,3.0,1,2599,Laptop - Máy tính và Linh kiện,1
2295,6405829,Dây mạng bấm sẵn 2 đầu Cat6 UTP Patch Cords dài 15M UGREEN NW102 11207 - Hàng chính hãng,3273027638335,day-mang-bam-san-2-dau-cat6-utp-patch-cords-dai-15m-ugreen-nw102-11207-hang-chinh-hang-p6405829,UGREEN,6405831,9884,150000,195000,45000,23,5.0,12,2517,Laptop - Máy tính và Linh kiện,41
2296,53080935,Phần mềm Microsoft 365 Personal English APAC EM Subscr 1YR Medialess P8 ( QQ2-01398  ) - Hàng Chính Hãng,1212563257305,phan-mem-microsoft-365-personal-english-apac-em-subscr-1yr-medialess-p6-qq2-00983-hang-chinh-hang-p53080935,MICROSOFT,53080937,1,1010000,1290000,280000,22,5.0,996,2529,Laptop - Máy tính và Linh kiện,3819
2297,143714075,USB 64GB Kingston DTX- Hàng chính hãng,6313893443748,usb-64gb-kingston-dtx-p143714075,KINGSTON,246890951,200265,95000,95000,0,0,0.0,0,2489,Laptop - Máy tính và Linh kiện,11
2298,116191662,"Hộp mực dùng cho máy in MF 4320d , MF 4350d , MF 4370dn , MF 4380dn, Fax L140 , Fax L160 , Fax L120 - Canon LBP 2900 3000, HP 1010 1015 (Q2612A/FX9) - Hàng nhập khẩu",3826338002112,hop-muc-du-ng-cho-ma-y-in-mf-4320d-mf-4350d-mf-4370dn-mf-4380dn-fax-l140-fax-l160-fax-l120-canon-lbp-2900-3000-hp-1010-1015-q2612a-fx9-hang-nhap-khau-p116191662,ESTAR,118090592,65686,125000,125000,0,0,5.0,7,2617,Laptop - Máy tính và Linh kiện,26
2299,248792234,Hộp mực cho máy in HP Neverstop Laser 1000w / 1000a hàng nhập khẩu mới 100% [Full box] -  103A / W1103A,9731119480499,hop-muc-may-in-hp-neverstop-laser-1000w-1000a-hang-nhap-khau-moi-100-full-box-103a-w1103a-p248792234,NOBRAND,248792235,47656,110000,110000,0,0,3.0,1,2617,Laptop - Máy tính và Linh kiện,5
2300,249800066,Phần mềm Microsoft 365 Personal English APAC EM Subscr 1YR Medialess P8 (QQ2-01398) - Hàng Chính Hãng,2896904387943,phan-mem-microsoft-365-personal-english-apac-em-subscr-1yr-medialess-p8-qq2-01398-hang-chinh-hang-p249800066,MICROSOFT,249800067,2170,990000,1290000,300000,23,5.0,4,2529,Laptop - Máy tính và Linh kiện,11
2301,70833324,Máy in nhiệt in hóa đơn in bill khổ K80 Xprinter XP-N160ii cổng USB + Bluetooth ( Hàng chính hãng),8873258347973,may-in-nhiet-in-hoa-don-in-bill-kho-k80-xprinter-xp-n160ii-cong-usb-bluetooth-hang-chinh-hang-p70833324,XPRINTER,70833325,133062,1590000,1700000,110000,6,4.5,12,2609,Laptop - Máy tính và Linh kiện,50
2302,419326,Máy In Phun Màu Canon PIXMA iP2770 - Hàng Chính Hãng,5003877039147,may-in-phun-mau-canon-pixma-ip2770-chinh-hang-le-bao-minh-p419326,CANON,122798,1,1390000,1990000,600000,30,4.5,255,2533,Laptop - Máy tính và Linh kiện,2285
2303,416625,Router Wifi Chuẩn N 300Mbps TP-Link TL-WR840N - Hàng Chính Hãng,8800250016190,router-wifi-chuan-n-300mbps-tp-link-tl-wr840n-hang-chinh-hang-p416625,TPLINK,153845227,154163,259000,529000,270000,51,5.0,8,2499,Laptop - Máy tính và Linh kiện,52
2304,13764503,Bộ khuếch đại HDMI qua RJ45 ( cáp mạng ) kéo dài 30m  ( HDMI to lan ),6262524922099,bo-khuech-dai-hdmi-qua-rj45-cap-mang-keo-dai-30m-hdmi-to-lan-p13764503,OEM,35251841,65781,178000,178000,0,0,0.0,0,2577,Laptop - Máy tính và Linh kiện,13
2305,9830362,USB 4G Phát Wifi LTE - Nhận Sim Đa Mạng - Dcom 4G - Kèm Khe Cắm Thẻ Nhớ,5537212309927,usb-4g-phat-wifi-lte-nhan-sim-da-mang-dcom-4g-kem-khe-cam-the-nho-p9830362,OEM,263087204,187121,267000,550000,283000,51,0.0,0,2507,Laptop - Máy tính và Linh kiện,0
2306,263354313,Quạt tản nhiệt điện thoại Memo FLA4 - Quạt gaming làm mát nhanh quạt 3 cánh chống ồn khi chơi game mobile - Hàng nhập khẩu,4458373932396,quat-tan-nhiet-dien-thoai-memo-fla4-quat-gaming-lam-mat-nhanh-quat-3-canh-chong-on-khi-choi-game-mobile-hang-nhap-khau-p263354313,MEMO,263354314,2546,69000,150000,81000,54,5.0,1,2583,Laptop - Máy tính và Linh kiện,3
2307,102156839,RAM Laptop DDR4 Samsung 4GB Bus 3200 - Hàng Nhập Khẩu,6812893612236,ram-laptop-ddr4-samsung-4gb-bus-3200-hang-nhap-khau-p102156839,SAMSUNG,102156840,25203,299000,320000,21000,7,5.0,38,2495,Laptop - Máy tính và Linh kiện,95
2308,213893384,X18 - Router Wi-Fi Mesh thế hệ thứ 6 AX1800 Hàng chính hãng,1931551574817,x18-router-wi-fi-mesh-the-he-thu-6-ax1800-hang-chinh-hang-p213893384,TOTOLINK,213893386,8749,1299000,2999000,1700000,57,5.0,3,2499,Laptop - Máy tính và Linh kiện,5
2309,44602544,"Sạc cho Laptop Dell Inspiron N4110 N5110 N4010 N4030 N5010, 19.5V 4.62A 90W, CHÂN KIM TO size (7.4 x 5.0)mm",1086336364911,sac-cho-laptop-dell-inspiron-n4110-n5110-n4010-n4030-n5010-p44602544,OEM,79473726,170124,160998,240000,79002,33,0.0,0,2595,Laptop - Máy tính và Linh kiện,0
2310,16390463,RAM PC DDR4 Samsung 4GB Bus 2133 - Hàng Nhập Khẩu,3553475542263,ram-pc-ddr4-samsung-4gb-bus-2133-hang-nhap-khau-p16390463,SAMSUNG,16390464,25203,270000,300000,30000,10,5.0,10,2563,Laptop - Máy tính và Linh kiện,36
2311,53642837,Hạt bấm mạng rj45 golden japan (gói 100pcs) - Hàng Nhập Khẩu,5321301633539,hat-bam-mang-rj45-golden-japan-goi-100pcs-hang-nhap-khau-p53642837,OEM,143339457,76796,86000,86000,0,0,0.0,0,2517,Laptop - Máy tính và Linh kiện,6
2312,176156174,Hệ thống Wifi Nova Mesh cho gia đình Tenda MW6 Chuẩn AC 1200Mbps 1 pack - Hàng Chính Hãng,7943094188139,he-thong-wifi-nova-mesh-cho-gia-dinh-tenda-mw6-chuan-ac-1200mbps-1-pack-hang-chinh-hang-p176156174,TENDA,176156175,126350,1055000,1599000,544000,34,3.0,2,2503,Laptop - Máy tính và Linh kiện,3
2313,242017028,Bộ Phát Wifi TP-Link Archer C86 MU-MIMO Chuẩn AC 1900Mpbs - Hàng Chính Hãng,4604875495852,bo-phat-wifi-tp-link-archer-c86-mu-mimo-chuan-ac-1900mpbs-hang-chinh-hang-p242017028,TPLINK,242017029,154163,799000,1998000,1199000,60,5.0,1,2499,Laptop - Máy tính và Linh kiện,4
2314,17474656,Cáp Mạng Lan Bấm Sẵn 2 Đầu Dài 15m,9874020520559,cap-mang-lan-bam-san-2-dau-da-i-15m-p17474656,OEM,108588037,53713,21960,21960,0,0,5.0,1,2517,Laptop - Máy tính và Linh kiện,14
2315,217366185,"Quạt tản nhiệt sò lạnh điện thoại X13 , tản nhiệt sò lạnh X13 tích hợp sạc không dây nhanh 15W - Quạt tản nhiệt sò lạnh",6474588303903,quat-tan-nhiet-so-lanh-dien-thoai-x13-tan-nhiet-so-lanh-x13-tich-hop-sac-khong-day-nhanh-15w-quat-tan-nhiet-so-lanh-iphone-ipad-p217366185,OEM,217366189,58260,279000,279000,0,0,4.5,2,2583,Laptop - Máy tính và Linh kiện,4
2316,189169406,"Màn hình di động 15,6 inch cho máy tính , laptop , smartphone , máy game - Hàng nhập khẩu",9451564789098,man-hinh-di-dong-15-6-inch-full-hd-mooarelei-cho-may-tinh-laptop-smartphone-may-game-hang-nhap-khau-p189169406,MOOARELEI,229698484,58789,2635000,2745000,110000,4,4.7,3,2565,Laptop - Máy tính và Linh kiện,7
2317,78496225,Màn Hình Dell S2721HN 27 inch Full HD 75Hz - Hàng Chính Hãng,8357770176280,man-hinh-dell-s2721hn-27-inch-full-hd-75hz-hang-chinh-hang-p78496225,DELL,105518145,3103,5350000,5350000,0,0,4.7,64,2605,Laptop - Máy tính và Linh kiện,137
2318,57124494,Phần mềm diệt Virus Eset Nod32 Antivirus 1 User 1 Year - Bản quyền 1 Máy/1 Năm - Hàng Chính Hãng,6457814618718,phan-mem-diet-virus-eset-nod32-antivirus-1-user-1-year-ban-quyen-1-may-1-nam-hang-chinh-hang-p57124494,ESET,226721082,231239,120000,150000,30000,20,5.0,1,2529,Laptop - Máy tính và Linh kiện,9
2319,171133294,Cuộn Decal Nhiệt Giấy In Tem Đơn Hàng Khổ A6 100x150mm 350 tem,3435844474945,cuon-decal-nhiet-giay-in-tem-don-hang-kho-a6-100x150mm-p171133294,OEM,171133295,5346,68000,69000,1000,1,3.0,2,2621,Laptop - Máy tính và Linh kiện,15
2320,26218971,Dây mạng bấm sẵn 2 đầu cat5e 40M (màu ngẫu nhiên),6500963107357,day-mang-bam-san-2-dau-cat5e-40m-mau-ngau-nhien-p26218971,OEM,48949513,64160,55000,56990,1990,3,4.5,44,2517,Laptop - Máy tính và Linh kiện,222
2321,9837190,"Pin Dành Cho Laptop HP DV2000, DV2100, DV2200, DV6800, DV6900 V3100, V3200, V3300, V3600 - Hàng Nhập Khẩu",2560839404244,pin-danh-cho-laptop-hp-dv2000-dv2100-dv2200-dv6800-dv6900-v3100-v3200-v3300-v3600-hang-nhap-khau-p9837190,OEM,79473404,170124,332956,350000,17044,5,0.0,0,2599,Laptop - Máy tính và Linh kiện,0
2322,14379221,[Bộ 5 cái] Trống máy in HP 1010/1020/Canon 2900/3000 (12A/FX9) - Hàng nhập khẩu,4184288590425,bo-5-cai-trong-may-in-hp-1010-1020-canon-2900-3000-12a-fx9-hang-nhap-khau-p14379221,KOMAXI,57947377,65686,96900,96900,0,0,4.5,10,2617,Laptop - Máy tính và Linh kiện,47
2323,1690577,"Pin Dành Cho Laptop Dell Inspiron N4010 N4050 N4120, N5050 13R 14R 15R - Hàng Nhập Khẩu",5066023588340,pin-danh-cho-laptop-dell-inspiron-n4010-n4050-n4120-n5050-13r-14r-15r-hang-nhap-khau-p1690577,OEM,79473387,170124,339998,350000,10002,3,0.0,0,2599,Laptop - Máy tính và Linh kiện,0
2324,12332218,Sạc dành cho laptop Dell 19.5v-3.34a đầu kim nhỏ,6067363842826,sac-laptop-dell-19-5v-3-34a-dau-kim-nho-p12332218,OEM,79474773,170124,153998,250000,96002,38,5.0,1,2595,Laptop - Máy tính và Linh kiện,3
2325,356371,Ổ Cứng Di Động Transcend StoreJet M3S 1TB USB 3.0/3.1 - TS1TSJ25M3S - Hàng Chính Hãng,7368865253614,o-cung-di-dong-transcend-storejet-m3s-1tb-usb-3-0-3-1-ts1tsj25m3s-hang-chinh-hang-p356371,TRANSCEND,52042153,3103,1450000,1450000,0,0,0.0,0,2575,Laptop - Máy tính và Linh kiện,1
2326,52312036,"Adapter 29W USB-C Sạc Cho MacBook Retina 12""; Sạc Nhanh iPhone, iPad",5690629507858,adapter-29w-usb-c-sac-cho-macbook-retina-12-sac-nhanh-iphone-ipad-p52312036,OEM,52312037,2666,680000,680000,0,0,5.0,2,2595,Laptop - Máy tính và Linh kiện,12
2327,23012379,Khung treo máy chiếu 0.6 – 1.2m,2360789104879,khung-treo-may-chieu-0-6-1-2m-p23012379,OEM,29251074,24055,220000,220000,0,0,4.7,10,2627,Laptop - Máy tính và Linh kiện,53
2328,204460837,USB 2.0  SE9 64GB siêu mỏng nhẹ chống nước - dùng để lưu trữ dữ liệu,5489002492643,usb-2-0-se9-64gb-sieu-mong-nhe-chong-nuoc-dung-de-luu-tru-du-lieu-p204460837,OEM,207742978,64160,129800,129800,0,0,1.0,1,2489,Laptop - Máy tính và Linh kiện,3
2329,99295070,Hệ thống Wifi Nova Mesh cho gia đình Tenda MW3 Chuẩn AC 1200Mbps 3 pack - Hàng Chính Hãng,3911192473702,he-thong-wifi-nova-mesh-cho-gia-dinh-tenda-mw3-chuan-ac-1200mbps-3-pack-hang-chinh-hang-p99295070,TENDA,99295073,126350,1631000,1999000,368000,18,4.7,48,2499,Laptop - Máy tính và Linh kiện,152
2330,214188646,Cụm Drum CT351005 - Dùng cho máy Xerox P115/ M115 (CT351005),7899450995855,cum-drum-ct351005-dung-cho-may-xerox-p115-m115-ct351005-p214188646,OEM,214188647,57064,204000,204000,0,0,5.0,1,2617,Laptop - Máy tính và Linh kiện,1
2331,128645811,"Bộ Phát Wifi 4G LTE Di Động Cao Cấp Mixie - Hàng Nhập Khẩu Thái Lan - Tốc Độ Cao - Sử Dụng Di Động phát wifi oto, xe khách 32 uers",8717914063004,bo-phat-wifi-4g-lte-di-dong-cao-cap-mixie-hang-nhap-khau-thai-lan-toc-do-cao-su-dung-di-dong-phat-wifi-oto-xe-khach-32-uers-p128645811,MIXIE,166293962,265319,780000,780000,0,0,4.5,7,2507,Laptop - Máy tính và Linh kiện,31
2332,92010070,"RAM DDR3 ECC REG 8G - 16G SỬ DỤNG CHO MÁY TRẠM DELL, HP, MAINBOARD X79",7259660215201,ram-ddr3-ecc-reg-8g-16g-su-dung-cho-may-tram-dell-hp-mainboard-x79-p92010070,OEM,186188588,46736,88000,88000,0,0,3.9,16,2563,Laptop - Máy tính và Linh kiện,140
2333,215175744,Mực nạp Ricoh 3054 - Dùng cho máy photocopy  Ricoh MP2554/ MP3054/ MP3554/ MP4054/ MP5054/ MP6054 (1kg),4063273631186,muc-nap-ricoh-3045-dung-cho-may-photocopy-ricoh-mp2554-mp3054-mp3554-mp4054-mp5054-mp6054-1kg-p215175744,OEM,215175745,57064,279000,279000,0,0,4.0,1,2615,Laptop - Máy tính và Linh kiện,1
2334,554426,Bộ Kích Sóng Wifi Repeater 300Mbps Tenda A9 - Hàng Chính Hãng,4754845863981,bo-kich-song-wifi-repeater-300mbps-tenda-a9-hang-chinh-hang-p554426,TENDA,48602680,65781,214000,214000,0,0,4.5,22,2505,Laptop - Máy tính và Linh kiện,126
2335,112331214,"Dây cáp mạng Internet, dây lan bấm sẵn 2 đầu dài 1.5m, 3m, 5m Chất Lượng Tốt",8617469335545,day-cap-mang-internet-day-lan-bam-san-2-dau-dai-1-5m-3m-5m-chat-luong-tot-p112331214,OEM,133195172,106273,7060,7060,0,0,4.5,14,2517,Laptop - Máy tính và Linh kiện,227
